timestamp,detection_id,class_name,confidence_percent,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_cam_x,center_cam_y,center_cam_z,map_valid,center_map_x,center_map_y,center_map_z,robot_pos_x,robot_pos_y,robot_pos_z,robot_orient_x,robot_orient_y,robot_orient_z,robot_orient_w,camera_pos_x,camera_pos_y,camera_pos_z,camera_orient_x,camera_orient_y,camera_orient_z,camera_orient_w
2026-06-26T14:59:11.776296,0,Door,80.18,833,53,1210,700,1.9355,0.1183,5.0410,True,-4.0430,-5.2505,1.0222,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:11.783219,1,Door,75.34,6,20,520,717,-1.2642,0.0568,3.6120,True,-0.6581,-6.1577,1.0790,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:11.876583,0,Door,79.74,831,53,1211,698,2.0174,0.1184,5.2610,True,-4.2451,-5.3697,1.0131,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:11.883420,1,Door,78.86,6,21,520,717,-1.2642,0.0585,3.6120,True,-0.6581,-6.1576,1.0773,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:11.994491,0,Door,79.10,832,53,1211,700,2.0199,0.1234,5.2610,True,-4.2470,-5.3678,1.0081,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:12.001496,1,Door,76.86,6,21,520,718,-1.4115,0.0673,4.0330,True,-0.8084,-6.5763,1.0442,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:12.105537,0,Door,79.83,832,53,1210,698,2.0619,0.1210,5.3770,True,-4.3526,-5.4315,1.0058,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:12.112926,1,Door,75.59,7,21,521,717,-1.2795,0.0594,3.6660,True,-0.6801,-6.2091,1.0733,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:12.204031,0,Door,76.46,833,52,1210,700,1.9769,0.1183,5.1490,True,-4.1432,-5.3082,1.0177,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:12.213224,1,Door,73.39,6,21,520,717,-1.2831,0.0594,3.6660,True,-0.6774,-6.2113,1.0733,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:12.303203,0,Door,77.44,832,53,1210,700,1.9745,0.1208,5.1490,True,-4.1412,-5.3097,1.0152,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:12.310395,1,Door,75.44,7,22,520,717,-1.2624,0.0603,3.6120,True,-0.6594,-6.1564,1.0756,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:12.398256,0,Door,79.10,6,20,520,718,-1.2642,0.0585,3.6120,True,-0.6581,-6.1576,1.0773,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:12.404873,1,Door,79.00,832,52,1210,700,1.9330,0.1158,5.0410,True,-4.0411,-5.2522,1.0245,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:12.491314,0,Door,78.86,832,52,1212,700,1.9379,0.1158,5.0410,True,-4.0449,-5.2491,1.0246,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:12.500580,1,Door,76.71,7,23,519,717,-1.2274,0.0602,3.5070,True,-0.6205,-6.0529,1.0816,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:12.589324,0,Door,79.59,6,21,519,717,-1.2473,0.0577,3.5590,True,-0.6378,-6.1059,1.0811,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:12.594809,1,Door,78.08,832,52,1210,698,1.8935,0.1087,4.9380,True,-3.9457,-5.1975,1.0358,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:12.679447,0,Door,78.61,6,21,520,717,-1.2456,0.0577,3.5590,True,-0.6392,-6.1049,1.0812,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:12.686508,1,Door,78.12,832,52,1211,699,2.0199,0.1184,5.2610,True,-4.2471,-5.3681,1.0132,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:12.772555,0,Door,80.66,7,22,520,717,-1.1586,0.0553,3.3150,True,-0.5533,-5.8610,1.0977,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:12.778438,1,Door,77.20,832,51,1212,699,2.0225,0.1158,5.2610,True,-4.2491,-5.3666,1.0158,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:12.880781,0,Door,79.83,832,50,1211,700,2.0199,0.1158,5.2610,True,-4.2471,-5.3682,1.0157,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:12.888010,1,Door,77.05,6,21,520,717,-1.2456,0.0577,3.5590,True,-0.6392,-6.1049,1.0812,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
